Rank,Entita,Entita_Originale,Entita_Principale,Confidenza_Entita,Score_Avg_now 1-H,Score_Avg_now 4-H,Score_Avg_now 7-d,Discover_Score
156,gianmarco tognazzi,gianmarco tognazzi,gianmarco tognazzi,0.0,0.0,0.0,0.0,0.11158214634441663
157,hong kong,hong kong,hong kong,0.0,0.0,0.0,0.0,0.11150265651526611
158,orvieto,orvieto,orvieto,0.0,0.0,0.0,0.0,0.1114237834224703
159,taken,taken,taken,0.0,0.0,0.0,0.0,0.11134551834509902
160,downton abbey 3,downton abbey 3,downton abbey 3,0.0,0.0,0.0,0.0,0.1112678527400893
161,swa,swa,swa,0.0,0.0,0.0,0.0,0.1111907782375225
162,brian may,brian may,brian may,0.0,0.0,0.0,0.0,0.1111142866360556
163,corsa contro il tempo,corsa contro il tempo,corsa contro il tempo,0.0,0.0,0.0,0.0,0.11103836989850041
164,strasburgo lione,strasburgo lione,strasburgo lione,0.0,0.0,0.0,0.0,0.11096302014754543
165,geppi cucciari,geppi cucciari,geppi cucciari,0.0,0.0,0.0,0.0,0.11088822966161462
166,meteo napoli oggi,meteo napoli oggi,meteo napoli oggi,0.0,0.0,0.0,0.0,0.11081399087085796
167,sezione 8 film,sezione 8 film,sezione 8 film,0.0,0.0,0.0,0.0,0.11074029635326887
168,favignana,favignana,favignana,0.0,0.0,0.0,0.0,0.11066713883092397
169,schumacher,schumacher,schumacher,0.0,0.0,0.0,0.0,0.11059451116633974
170,arkadiusz milik,arkadiusz milik,arkadiusz milik,0.0,0.0,0.0,0.0,0.11052240635894325
171,andrea belotti,andrea belotti,andrea belotti,0.0,0.0,0.0,0.0,0.11045081754165122
172,الزمالك ضد سيراميكا كليوباترا,الزمالك ضد سيراميكا كليوباترا,الزمالك ضد سيراميكا كليوباترا,0.0,0.0,0.0,0.0,0.11037973797755445
173,civita castellana,civita castellana,civita castellana,0.0,0.0,0.0,0.0,0.11030916105670341
174,range rover,range rover,range rover,0.0,0.0,0.0,0.0,0.11023908029299152
175,quando esce mare fuori 6,quando esce mare fuori 6,quando esce mare fuori 6,0.0,0.0,0.0,0.0,0.11016948932113223
176,valerio aprea,valerio aprea,valerio aprea,0.0,0.0,0.0,0.0,0.11010038189372698
177,galeazzo bignami,galeazzo bignami,galeazzo bignami,0.0,0.0,0.0,0.0,0.1100317518784207
178,estrazione superenalotto,estrazione superenalotto,estrazione superenalotto,0.0,0.0,0.0,0.0,0.10996359325514149
179,luisa ranieri,luisa ranieri,luisa ranieri,0.0,0.0,0.0,0.0,0.10989590011342192
180,benedetta orlando,benedetta orlando,benedetta orlando,0.0,0.0,0.0,0.0,0.10982866664979875
181,atf,atf,atf,0.0,0.0,0.0,0.0,0.10976188716528863
182,julio iglesias,julio iglesias,julio iglesias,0.0,0.0,0.0,0.0,0.109695556062937
183,valore bitcoin,valore bitcoin,valore bitcoin,0.0,0.0,0.0,0.0,0.10962966784543748
184,massimo giletti,massimo giletti,massimo giletti,0.0,0.0,0.0,0.0,0.10956421711282004
185,infernetto,infernetto,infernetto,0.0,0.0,0.0,0.0,0.10949919856020456
186,ferrovie dello stato,ferrovie dello stato,ferrovie dello stato,0.0,0.0,0.0,0.0,0.10943460697561855
187,varenne,varenne,varenne,0.0,0.0,0.0,0.0,0.10937043723787641
188,starlink,starlink,starlink,0.0,0.0,0.0,0.0,0.10930668431451801
189,jodie foster,jodie foster,jodie foster,0.0,0.0,0.0,0.0,0.10924334325980511
190,treviso,treviso,treviso,0.0,0.0,0.0,0.0,0.10918040921277318
191,holland,holland,holland,0.0,0.0,0.0,0.0,0.10911787739533732
192,alexis sánchez,alexis sánchez,alexis sánchez,0.0,0.0,0.0,0.0,0.10905574311044995
193,margaret spada,margaret spada,margaret spada,0.0,0.0,0.0,0.0,0.10899400174030915
194,referendum 8 9 giugno,referendum 8 9 giugno,referendum 8 9 giugno,0.0,0.0,0.0,0.0,0.10893264874461546
195,ministro urso,ministro urso,ministro urso,0.0,0.0,0.0,0.0,0.10887167965887609
196,sarah jessica parker,sarah jessica parker,sarah jessica parker,0.0,0.0,0.0,0.0,0.10881109009275462
197,nicola porro,nicola porro,nicola porro,0.0,0.0,0.0,0.0,0.10875087572846497
198,brisighella,brisighella,brisighella,0.0,0.0,0.0,0.0,0.10869103231920811
199,lady gaga milano,lady gaga milano,lady gaga milano,0.0,0.0,0.0,0.0,0.10863155568765029
200,sofia vergara,sofia vergara,sofia vergara,0.0,0.0,0.0,0.0,0.10857244172444135
201,vladimir putin,vladimir putin,vladimir putin,0.0,0.0,0.0,0.0,0.1085136863867719
202,marracash,marracash,marracash,0.0,0.0,0.0,0.0,0.10845528569696827
203,david hasselhoff,david hasselhoff,david hasselhoff,0.0,0.0,0.0,0.0,0.10839723574112384
204,blake lively,blake lively,blake lively,0.0,0.0,0.0,0.0,0.10833953266776583
205,brescia,brescia,brescia,0.0,0.0,0.0,0.0,0.10828217268655647
206,valeria graci,valeria graci,valeria graci,0.0,0.0,0.0,0.0,0.10822515206702722
207,veronica gentili,veronica gentili,veronica gentili,0.0,0.0,0.0,0.0,0.10816846713734539
208,messi,messi,messi,0.0,0.0,0.0,0.0,0.10811211428311204
209,nonostante film,nonostante film,nonostante film,0.0,0.0,0.0,0.0,0.10805608994619015
210,bariloche,bariloche,bariloche,0.0,0.0,0.0,0.0,0.10800039062356212
211,omicidio pierina,omicidio pierina,omicidio pierina,0.0,0.0,0.0,0.0,0.10794501286621618
212,neymar,neymar,neymar,0.0,0.0,0.0,0.0,0.10788995327805997
213,rete 4 diretta,rete 4 diretta,rete 4 diretta,0.0,0.0,0.0,0.0,0.10783520851486146
214,diretta it,diretta it,diretta it,0.0,0.0,0.0,0.0,0.10778077528321581
215,unipol arena,unipol arena,unipol arena,0.0,0.0,0.0,0.0,0.1077266503395374
216,la lista dei miei desideri,la lista dei miei desideri,la lista dei miei desideri,0.0,0.0,0.0,0.0,0.1076728304890768
